symbol,name,reportDate,fiscalDateEnding,estimate,currency
UFI,UNIFI Inc,2022-11-01,2022-09-30,0.23,USD
UFI,UNIFI Inc,2023-01-25,2022-12-31,0.29,USD
UFPT,UFP Technologies Inc,2022-11-03,2022-09-30,0.87,USD
UFS,UFS,2022-11-02,2022-09-30,,USD
UG,United-Guardian Inc,2022-11-11,2022-09-30,,USD
UGEIF,UGEIF,2022-11-21,2022-09-30,,USD
UGI,UGI Corp,2022-11-17,2022-09-30,-0.0713,USD
UGP,Ultrapar Participacoes S.A.,2022-11-09,2022-09-30,0.0389,BRL
UGRO,Urban-gro Inc,2022-11-24,2022-09-30,-0.3267,USD
UHAL,Amerco,2022-11-02,2022-09-30,15.48,USD
UI,Ubiquiti Inc,2022-11-11,2022-09-30,1.8,USD
UIHC,United Insurance Holdings Corp,2022-11-10,2022-09-30,-0.445,USD
UIS,Unisys Corp,2022-10-31,2022-09-30,0.1875,USD
UK,Ucommune International Ltd - Class A,2022-10-31,2022-09-30,,USD
ULBI,Ultralife Corp,2022-11-03,2022-09-30,0.1,USD
ULCC,Frontier Group Holdings Inc,2022-11-09,2022-09-30,0.1046,USD
ULGX,ULGX,2022-11-02,2022-09-30,0,USD
ULTA,Ulta Beauty Inc,2022-12-01,2022-10-31,4.08,USD
ULTRF,ULTRF,2022-11-10,2022-09-30,0,USD
ULUR,ULUR,2022-11-15,2022-09-30,0,USD
UMBF,UMB Financial Corp,2023-01-24,2022-12-31,2.26,USD
UMC,United Micro Electronics,2023-01-25,2022-12-31,0.2734,TWD
UMH,UMH Properties Inc,2022-11-03,2022-09-30,-0.03,USD
UMPQ,Umpqua Holdings Corp,2023-01-25,2022-12-31,0.248,USD
UNAM,Unico American Corp,2022-11-14,2022-09-30,0,USD
UNB,Union Bankshares Inc,2023-01-18,2022-12-31,,USD
UNCY,Unicycive Therapeutics Inc,2022-11-10,2022-09-30,-0.2767,USD
UNF,Unifirst Corp,2023-01-04,2022-11-30,2.11,USD
UNFI,United Natural Foods Inc,2022-12-08,2022-11-30,1.13,USD
UNH,Unitedhealth Group Inc,2023-01-17,2022-12-31,5.39,USD
UNIEF,UNIEF,2022-11-04,2022-09-30,,USD
UNIT,Uniti Group Inc,2022-11-03,2022-09-30,0.1804,USD
UNM,Unum Group,2022-11-01,2022-09-30,1.42,USD
UNP,Union Pacific Corp,2023-01-19,2022-12-31,3.11,USD
UNQL,UNQL,2023-01-12,2022-11-30,,USD
UNRV,UNRV,2022-11-14,2022-09-30,,USD
UNTY,Unity Bancorp Inc,2023-01-25,2022-12-31,0.99,USD
UNVR,Univar Solutions Inc,2022-11-01,2022-09-30,0.7715,USD
UNXLQ,UNXLQ,2022-11-11,2022-09-30,0,USD
UOLGY,UOLGY,2022-11-16,2022-09-30,0.2641,SGD
UONE,Urban One Inc - Class A,2022-11-03,2022-09-30,0,USD
UONEK,Urban One Inc - Class D,2022-11-03,2022-09-30,,USD
UP,Wheels Up Experience Inc - Class A,2022-11-09,2022-09-30,-0.2548,USD
UPH,UpHealth Inc,2022-11-09,2022-09-30,-0.0667,USD
UPLD,Upland Software Inc,2022-11-10,2022-09-30,0.4038,USD
UPST,Upstart Holdings Inc,2022-11-08,2022-09-30,-0.0714,USD
UPXI,Upexi Inc,2022-11-14,2022-09-30,0,USD
URBN,Urban Outfitters Inc,2022-11-21,2022-10-31,0.4273,USD
URG,Ur-Energy Inc,2022-11-04,2022-09-30,-0.02,USD
URGN,UroGen Pharma Ltd,2022-11-14,2022-09-30,-1.15,USD
URI,United Rentals Inc,2023-01-25,2022-12-31,9.36,USD
URNAF,URNAF,2022-11-09,2022-09-30,,CAD
UROY,Uranium Royalty Corp,2022-12-12,2022-10-31,,USD
USAC,USA Compression Partners LP,2022-11-08,2022-09-30,-0.0596,USD
USAP,Universal Stainless & Alloy Products Inc,2023-01-25,2022-12-31,0.09,USD
USAQ,USAQ,2022-11-14,2022-09-30,,USD
USAS,Americas Gold and Silver Corp,2022-11-16,2022-09-30,-0.0033,USD
USAU,U.S. Gold Corp,2022-11-23,2022-10-31,-0.49,USD
USB,U.S. Bancorp.,2023-01-18,2022-12-31,1.21,USD
USCB,USCB Financial Holdings Inc - Class A,2023-01-27,2022-12-31,0.3067,USD
USDP,USD Partners LP,2022-11-09,2022-09-30,0.24,USD
USEG,U.S. Energy Corp,2022-11-15,2022-09-30,0.16,USD
USER,UserTesting Inc,2022-11-30,2022-09-30,-0.1148,USD
USFD,US Foods Holding Corp,2022-11-08,2022-09-30,0.6077,USD
USIO,Usio Inc,2022-11-17,2022-09-30,-0.0633,USD
USLM,United States Lime & Minerals Inc,2022-11-02,2022-09-30,,USD
USM,United States Cellular Corporation,2022-11-03,2022-09-30,0.203,USD
USPH,U.S. Physical Therapy Inc,2022-11-03,2022-09-30,0.89,USD
USRM,USRM,2022-11-09,2022-09-30,0,USD
USSHF,USSHF,2023-01-25,2022-11-30,,CAD
USWS,U.S. Well Services Inc - Class A,2022-11-10,2022-09-30,-0.7768,USD
USX,U.S. Xpress Enterprises Inc - Class A,2022-11-04,2022-09-30,-0.0267,USD
USYNF,USYNF,2022-12-28,2022-09-30,,USD
UTHR,United Therapeutics Corp,2022-11-02,2022-09-30,4.06,USD
UTI,Universal Technical Institute Inc,2022-12-01,2022-09-30,0.0975,USD
UTRS,Minerva Surgical Inc,2022-12-01,2022-09-30,-0.2988,USD
UTSI,UTStarcom Holdings Corp,2022-11-11,2022-09-30,0,USD
UTZ,Utz Brands Inc - Class A,2022-11-10,2022-09-30,0.1389,USD
UUGRY,UUGRY,2022-11-23,2022-09-30,0,GBP
UUU,Universal Security Instruments Inc,2022-11-17,2022-09-30,,USD
UUUU,Energy Fuels Inc,2022-11-03,2022-09-30,-0.0343,USD
UVE,Universal Insurance Holdings Inc,2022-11-01,2022-09-30,-0.221,USD
UVSP,Univest Financial Corp,2023-01-25,2022-12-31,0.7233,USD
UVV,Universal Corp,2022-11-08,2022-09-30,,USD
UWMC,UWM Holdings Corporation Class A,2022-11-08,2022-09-30,-0.014,USD
UXIN,Uxin Ltd,2022-12-13,2022-09-30,,CNY
VAC,Marriott Vacations Worldwide Corp,2022-10-31,2022-09-30,2.56,USD
VACC,Vaccitech plc,2022-11-11,2022-09-30,-0.4,USD
VAL,Valaris Ltd,2022-11-01,2022-09-30,0.4002,USD
VALN,Valneva SE,2022-11-10,2022-09-30,0.5986,EUR
VALU,Value Line Inc,2022-12-12,2022-10-31,,USD
VALV,VALV,2022-11-10,2022-09-30,0,USD
VANI,Vivani Medical Inc,2022-11-18,2022-09-30,0,USD
VAPO,Vapotherm Inc,2022-11-09,2022-09-30,-0.7658,USD
VASO,VASO,2022-11-16,2022-09-30,,USD
VATE,Innovate Corp,2022-11-09,2022-09-30,,USD
VAXX,Vaxxinity Inc - Class A,2022-12-22,2022-09-30,-0.315,USD
VBFC,Village Bank & Trust Financial Corporation,2022-11-03,2022-09-30,,USD
VBIV,VBI Vaccines Inc,2022-11-07,2022-09-30,-0.07,USD
VBLT,Vascular Biogenics Ltd,2022-11-16,2022-09-30,-0.11,USD
VBNK,VILLAGE BANCORP INC,2022-12-07,2022-10-31,0.1549,USD
VBTX,Veritex Holdings Inc,2023-01-24,2022-12-31,0.84,USD
VCEL,Vericel Corp,2022-11-08,2022-09-30,-0.112,USD
VCNX,Vaccinex Inc,2022-11-15,2022-09-30,-0.27,USD
VCON,VCON,2022-12-01,2022-09-30,0,USD
VCSA,Vacasa Inc - Class A,2022-11-14,2022-09-30,0.0691,USD
VCST,VCST,2022-11-14,2022-09-30,0,USD
VCTL,VCTL,2022-11-22,2022-09-30,0,USD
VCTR,Victory Capital Holdings Inc - Class A,2022-11-08,2022-09-30,1.07,USD
VCYT,Veracyte Inc,2022-11-07,2022-09-30,-0.255,USD
VDOMF,VDOMF,2022-11-28,2022-09-30,,USD
VECO,Veeco Instruments Inc,2022-11-03,2022-09-30,0.4067,USD
VECT,VectivBio Holding AG,2022-11-30,2022-09-30,-0.49,USD
VEEE,Twin Vee PowerCats Company,2022-11-30,2022-09-30,0,USD
VEEV,Veeva Systems Inc - Class A,2022-11-30,2022-10-31,1.07,USD
VEL,Velocity Financial Inc,2022-11-16,2022-09-30,0.2955,USD
VENZF,VENZF,2022-11-21,2022-09-30,,USD
VEOEY,VEOEY,2022-11-09,2022-09-30,0.2811,EUR
VEON,VEON Ltd,2022-11-03,2022-09-30,0.1026,USD
VERA,Vera Therapeutics Inc - Class A,2022-11-09,2022-09-30,-0.7,USD
VERB,Verb Technology Company Inc,2022-11-16,2022-09-30,-0.065,USD
VERI,Veritone Inc,2022-11-08,2022-09-30,0.0719,USD
VERO,Venus Concept Inc,2022-11-11,2022-09-30,-0.1256,USD
VERU,Veru Inc,2022-12-15,2022-09-30,-0.298,USD
VERV,Verve Therapeutics Inc,2022-11-09,2022-09-30,-0.755,USD
VERX,Vertex Inc Class A,2022-11-15,2022-09-30,0.0598,USD
VET,Vermilion Energy Inc,2022-11-09,2022-09-30,1.45,CAD
VEV,Vicinity Motor Corp,2022-11-11,2022-09-30,0.02,USD
VEXTF,VEXTF,2022-11-16,2022-09-30,,USD
VFC,VF Corp,2023-01-27,2022-12-31,1.31,USD
VFF,Village Farms International Inc,2022-11-14,2022-09-30,-0.0817,USD
VG,VG,2022-11-02,2022-09-30,,USD
VGFC,The Very Good Food Company Inc,2022-11-21,2022-09-30,,CAD
VGR,Vector Group Ltd,2022-11-08,2022-09-30,0.27,USD
VHC,Virnetx Holding Corp,2022-11-08,2022-09-30,0,USD
VHI,Valhi Inc,2022-11-10,2022-09-30,2.38,USD
VHIBF,VHIBF,2022-11-14,2022-09-30,,USD
VIA,Via Renewables Inc - Class A,2022-11-03,2022-09-30,,USD
VIAAY,VIAAY,2022-11-17,2022-09-30,0,EUR
VIAO,VIA optronics AG,2022-11-03,2022-09-30,-0.1826,EUR
VIAP,VIAP,2022-11-10,2022-09-30,0,USD
VIAV,Viavi Solutions Inc,2022-11-02,2022-09-30,0.2317,USD
VIBEF,VIBEF,2022-11-28,2022-09-30,,USD
VIDE,VIDE,2023-01-16,2022-11-30,0,USD
VIEW,View Inc - Class A,2022-11-30,2022-09-30,-0.28,USD
VIEWF,VIEWF,2022-11-18,2022-09-30,0,CNY
VIGL,Vigil Neuroscience Inc,2022-11-30,2022-09-30,-0.622,USD
VINC,Vincerx Pharma Inc,2022-11-11,2022-09-30,-0.5525,USD
VINO,Gaucho Group Holdings Inc,2022-11-15,2022-09-30,,USD
VINP,Vinci Partners Investments Ltd - Class A,2022-11-16,2022-09-30,1.14,BRL
VIOT,Viomi Technology Co Ltd,2022-11-29,2022-09-30,-0.67,CNY
VIPRF,VIPRF,2022-11-23,2022-09-30,,USD
VIPS,Vipshop Holdings Ltd,2022-11-16,2022-09-30,1.76,CNY
VIR,Vir Biotechnology Inc,2022-11-03,2022-09-30,-0.418,USD
VIRC,Virco Manufacturing Corp,2022-12-16,2022-10-31,0.32,USD
VIRI,Virios Therapeutics Inc,2022-11-10,2022-09-30,-0.49,USD
VIRT,Virtu Financial Inc - Class A,2022-11-03,2022-09-30,0.5803,USD
VIRX,Viracta Therapeutics Inc,2022-11-09,2022-09-30,-0.312,USD
VISL,Vislink Technologies Inc,2022-11-16,2022-09-30,-0.01,USD
VISM,VISM,2022-11-30,2022-09-30,0,USD
VITFF,VITFF,2022-11-10,2022-08-31,,USD
VITL,Vital Farms Inc,2022-11-15,2022-09-30,0.0039,USD
VIVE,Viveve Medical Inc,2022-11-10,2022-09-30,-0.66,USD
VIVO,Meridian Bioscience Inc,2022-11-10,2022-09-30,0.195,USD
VIVO,Meridian Bioscience Inc,2023-01-26,2022-12-31,0.24,USD
VIVXF,VIVXF,2023-01-17,2022-10-31,,USD
VJET,Voxeljet AG,2022-11-10,2022-09-30,-0.36,EUR
VKIN,VKIN,2022-11-15,2022-09-30,,USD
VKTX,Viking Therapeutics Inc,2022-11-09,2022-09-30,-0.233,USD
VLCN,Volcon Inc,2022-11-15,2022-09-30,-0.39,USD
VLD,Velo3D Inc - New,2022-11-08,2022-09-30,-0.1125,USD
VLDR,Velodyne Lidar Inc,2022-11-10,2022-09-30,-0.2031,USD
VLGEA,Village Super Market Inc - Class A,2022-12-06,2022-10-31,,USD
VLMZF,VLMZF,2022-11-22,2022-09-30,,USD
VLN,Valens Semiconductor Ltd,2022-11-10,2022-09-30,-0.0898,USD
VLNSF,VLNSF,2023-01-10,2022-11-30,,USD
VLON,Vallon Pharmaceuticals Inc,2022-11-11,2022-09-30,-0.25,USD
VLTA,Volta Inc - Class A,2022-11-09,2022-09-30,-0.24,USD
VLVLY,VLVLY,2023-01-26,2022-12-31,0.4498,USD
VLY,Valley National Bancorp,2023-01-26,2022-12-31,0.3542,USD
VMC,Vulcan Materials Company,2022-11-02,2022-09-30,1.73,USD
VMD,Viemed Healthcare Inc,2022-11-07,2022-09-30,0.04,USD
VMEO,Vimeo Inc,2022-11-02,2022-09-30,-0.1686,USD
VMW,Vmware Inc - Class A,2022-11-22,2022-10-31,1.59,USD
VNCE,Vince Holding Corp,2022-12-08,2022-11-30,0,USD
VNDA,Vanda Pharmaceuticals Inc,2022-11-09,2022-09-30,0.11,USD
VNET,VNET Group Inc,2022-11-22,2022-09-30,-0.4167,CNY
VNO,Vornado Realty Trust,2022-10-31,2022-09-30,0.1399,USD
VNOM,Viper Energy Partners LP,2022-11-07,2022-09-30,0.4172,USD
VNRX,VolitionRX Ltd,2022-11-09,2022-09-30,-0.1475,USD
VNT,Vontier Corporation,2022-11-03,2022-09-30,0.8578,USD
VNTR,Venator Materials PLC,2022-11-14,2022-09-30,0.034,USD
VNWTF,VNWTF,2022-11-10,2022-09-30,,CAD
VOC,VOC Energy Trust,2022-11-04,2022-09-30,0,USD
VOD,Vodafone Group plc,2022-11-15,2022-09-30,0.05,EUR
VOLT,VOLT,2023-01-10,2022-11-30,,USD
VOLVF,VOLVF,2023-01-26,2022-12-31,,SEK
VOR,Vor Biopharma Inc,2022-11-09,2022-09-30,-0.6663,USD
VORB,Virgin Orbit Holdings Inc,2022-11-10,2022-09-30,-0.13,USD
VOXCF,VOXCF,2022-11-21,2022-09-30,,USD
VOXR,Vox Royalty Corp,2022-11-21,2022-09-30,,USD
VOXX,VOXX International Corp - Class A,2023-01-09,2022-11-30,0.335,USD
VOYA,Voya Financial Inc,2022-11-01,2022-09-30,1.4,USD
VPG,Vishay Precision Group Inc,2022-11-07,2022-09-30,0.59,USD
VPRIF,VPRIF,2022-12-28,2022-10-31,,USD
VQS,VIQ Solutions Inc,2022-11-09,2022-09-30,-0.05,USD
VRA,Vera Bradley Inc,2022-12-07,2022-11-30,0.1063,USD
VRAR,Glimpse Group Inc (The),2022-11-14,2022-09-30,0,USD
VRAY,ViewRay Inc,2022-11-15,2022-09-30,-0.1383,USD
VRCA,Verrica Pharmaceuticals Inc,2022-11-10,2022-09-30,-0.2225,USD
VRDN,Viridian Therapeutics Inc,2022-11-09,2022-09-30,-0.9138,USD
VRE,Veris Residential Inc,2022-11-02,2022-09-30,-0.1671,USD
VREX,Varex Imaging Corp,2022-11-15,2022-09-30,0.3167,USD
VRM,Vroom Inc,2022-11-07,2022-09-30,-0.5614,USD
VRME,VerifyMe Inc,2022-11-17,2022-09-30,-0.05,USD
VRNA,Verona Pharma Plc,2022-11-08,2022-09-30,-0.01,USD
VRNOF,VRNOF,2022-11-17,2022-09-30,-0.0065,USD
VRNS,Varonis Systems Inc,2022-10-31,2022-09-30,0.058,USD
VRNT,Verint Systems Inc,2022-12-07,2022-10-31,0.6469,USD
VRPX,Virpax Pharmaceuticals Inc,2022-11-14,2022-09-30,-0.45,USD
VRRM,Verra Mobility Corp - Class A,2022-11-10,2022-09-30,0.2713,USD
VRS,VRS,2022-11-03,2022-09-30,,USD
VRSK,Verisk Analytics Inc,2022-11-01,2022-09-30,1.47,USD
VRTB,VRTB,2022-11-17,2022-09-30,0,USD
VRTT,VRTT,2022-11-15,2022-09-30,0,USD
VRTV,Veritiv Corp,2022-11-08,2022-09-30,4.32,USD
VRTX,Vertex Pharmaceuticals Inc,2022-11-02,2022-09-30,3.62,USD
VRXWF,VRXWF,2022-11-14,2022-09-30,,USD
VS,Versus Systems Inc,2022-12-06,2022-09-30,-0.1922,USD
VSAT,Viasat Inc,2022-11-07,2022-09-30,0.4314,USD
VSBGF,VSBGF,2022-12-06,2022-09-30,-0.02,USD
VSCO,Victoria`s Secret & Company,2022-11-16,2022-10-31,0.1347,USD
VSEC,VSE Corp,2022-11-01,2022-09-30,0.7117,USD
VSH,Vishay Intertechnology Inc,2022-11-01,2022-09-30,0.7325,USD
VSPC,VSPC,2022-11-17,2022-09-30,0,USD
VSST,VSST,2022-11-30,2022-09-30,0,USD
VST,Vistra Corp,2022-11-04,2022-09-30,1.18,USD
VSTA,Vasta Platform Ltd Class A,2022-11-18,2022-09-30,-0.69,BRL
VSTM,Verastem Inc,2022-11-09,2022-09-30,-0.122,USD
VSTO,Vista Outdoor Inc,2022-11-03,2022-09-30,1.76,USD
VSYS,VSYS,2022-11-15,2022-09-30,0,CAD
VTDRF,VTDRF,2022-11-10,2022-09-30,,USD
VTEX,Vtex - Class A,2022-11-16,2022-09-30,-0.0496,USD
VTGDF,VTGDF,2022-11-08,2022-09-30,0,USD
VTGN,VistaGen Therapeutics Inc,2022-11-10,2022-09-30,-0.065,USD
VTNR,Vertex Energy Inc,2022-11-08,2022-09-30,0.12,USD
VTOL,Bristow Group Inc,2022-11-01,2022-09-30,0.615,USD
VTR,Ventas Inc,2022-11-04,2022-09-30,0.05,USD
VTRS,Viatris Inc,2022-11-07,2022-09-30,0.8385,USD
VTRU,Vitru Ltd,2022-11-10,2022-09-30,-0.04,BRL
VTSI,VirTra Inc,2022-11-15,2022-09-30,0.085,USD
VTVT,vTv Therapeutics Inc - Class A,2022-11-10,2022-09-30,-0.05,USD
VTYX,Ventyx Biosciences Inc,2022-11-16,2022-09-30,-0.4487,USD
VUZI,Vuzix Corporation,2022-11-10,2022-09-30,-0.155,USD
VVCIF,VVCIF,2022-11-14,2022-09-30,,CAD
VVIVF,VVIVF,2022-11-28,2022-09-30,,USD
VVNT,Vivint Smart Home Inc - Class A,2022-11-09,2022-09-30,-0.255,USD
VVOS,Vivos Therapeutics Inc,2022-11-14,2022-09-30,-0.25,USD
VVPR,VivoPower International PLC,2022-11-30,2022-09-30,-0.16,USD
VVV,Valvoline Inc,2022-11-09,2022-09-30,0.5601,USD
VVX,V2X Inc,2022-11-08,2022-09-30,0.8833,USD
VWDRY,VWDRY,2022-11-02,2022-09-30,-0.0142,EUR
VWE,Vintage Wine Estates Inc,2022-11-14,2022-09-30,0.0849,USD
VWSYF,VWSYF,2022-11-02,2022-09-30,-0.0071,USD
VWTR,VWTR,2022-11-10,2022-09-30,,USD
VXRT,Vaxart Inc,2022-11-16,2022-09-30,-0.24,USD
VXTRF,VXTRF,2022-11-28,2022-09-30,,USD
VYEY,VYEY,2022-11-15,2022-09-30,0,USD
VYGR,Voyager Therapeutics Inc,2022-11-02,2022-09-30,-0.3173,USD
VYGVQ,VYGVQ,2022-11-28,2022-09-30,-0.03,USD
VYGVQ,VYGVQ,2023-01-03,2022-12-31,-0.1167,USD
VYNE,VYNE Therapeutics Inc,2022-11-10,2022-09-30,-0.1675,USD
VYNT,Vyant Bio Inc,2022-11-10,2022-09-30,-0.14,USD
VZ,Verizon Communications Inc,2023-01-24,2022-12-31,1.23,USD
VZIO,VIZIO Holding Corp - Class A,2022-11-08,2022-09-30,0.0067,USD
VZLA,Vizsla Silver Corp,2022-12-28,2022-10-31,-0.0148,USD
W,Wayfair Inc - Class A,2022-11-03,2022-09-30,-2.05,USD
WAB,Westinghouse Air Brake Technologies Corp,2022-11-01,2022-09-30,1.21,USD
WABC,Westamerica Bancorporation,2023-01-19,2022-12-31,1.04,USD
WACLY,WACLY,2022-11-11,2022-09-30,0,JPY
WAFD,Washington Federal Inc,2023-01-12,2022-12-31,0.8867,USD
WAKE,WAKE,2022-12-15,2022-09-30,,USD
WAKE,WAKE,2023-01-17,2022-12-31,,USD
WAL,Western Alliance Bancorp,2023-01-26,2022-12-31,2.82,USD
WALD,Waldencast plc - Class A,2022-11-30,2022-09-30,0.02,USD
WASH,Washington Trust Bancorp Inc,2023-01-25,2022-12-31,1.03,USD
WAT,Waters Corp,2022-11-01,2022-09-30,2.58,USD
WAT,Waters Corp,2023-01-24,2022-12-31,3.87,USD
WATT,Energous Corp,2022-11-10,2022-09-30,-0.085,USD
WAYN,WAYN,2023-01-20,2022-12-31,,USD
WB,Weibo Corp,2022-11-09,2022-09-30,0.5445,USD
WBA,Walgreens Boots Alliance Inc,2023-01-05,2022-11-30,1.18,USD
WBBW,WBBW,2023-01-17,2022-12-31,,USD
WBEV,Winc Inc,2022-12-07,2022-09-30,-0.19,USD
WBRBY,WBRBY,2022-11-10,2022-09-30,0.1642,EUR
WBS,Webster Financial Corp,2023-01-19,2022-12-31,1.52,USD
WBT,WBT,2022-10-31,2022-09-30,,USD
WBX,Wallbox N.V - Class A,2022-11-30,2022-09-30,-0.1167,EUR
WCC,Wesco International Inc,2022-11-03,2022-09-30,4.44,USD
WCN,Waste Connections Inc,2022-11-02,2022-09-30,1.02,USD
WD,Walker & Dunlop Inc,2022-11-03,2022-09-30,2.1,USD
WDAY,Workday Inc - Class A,2022-12-01,2022-10-31,0.8402,USD
WDBG,WDBG,2022-11-30,2022-09-30,0,USD
WDC,Western Digital Corp,2023-01-26,2022-12-31,0.4516,USD
WDFC,WD-40 Company,2023-01-05,2022-11-30,1.41,USD
WDGJF,WDGJF,2022-11-30,2022-09-30,0,USD
WDOFF,WDOFF,2022-11-09,2022-09-30,,USD
WE,WeWork Inc - Class A,2022-11-14,2022-09-30,-0.4744,USD
WEAV,Weave Communications Inc,2022-12-06,2022-09-30,-0.1433,USD
WEBB,WEBB,2022-11-14,2022-09-30,0,USD
WEBC,WEBC,2022-11-28,2022-10-31,,USD
WEBR,Weber Inc - Class A,2022-12-07,2022-09-30,-0.1767,USD
WEC,WEC Energy Group Inc,2022-11-01,2022-09-30,0.863,USD
WECMF,WECMF,2022-11-10,2022-09-30,,USD
WEDXF,WEDXF,2022-11-16,2022-09-30,,USD
WEJO,Wejo Group Ltd,2022-11-30,2022-09-30,-0.29,USD
WELL,Welltower Inc,2022-11-02,2022-09-30,0.1724,USD
WEN,Wendy`s Co - Class A,2022-11-09,2022-09-30,0.2295,USD
WERN,Werner Enterprises Inc,2022-11-02,2022-09-30,0.9799,USD
WES,Western Midstream Partners LP,2022-11-08,2022-09-30,0.7783,USD
WEST,Westrock Coffee Company,2022-11-30,2022-09-30,0.06,USD
WETG,WeTrade Group,2022-11-21,2022-09-30,,USD
WEYS,Weyco Group Inc,2022-11-01,2022-09-30,,USD
WFC,Wells Fargo & Company,2023-01-18,2022-12-31,1.28,USD
WFCF,Where Food Comes From Inc,2022-11-03,2022-09-30,0.18,USD
WFICF,WFICF,2022-12-12,2022-10-31,,CAD
WFSTF,WFSTF,2022-11-03,2022-09-30,,USD
WGO,Winnebago Industries Inc,2022-12-21,2022-11-30,2.16,USD
WHD,Cactus Inc - Class A,2022-11-02,2022-09-30,0.4733,USD
WHF,WhiteHorse Finance Inc,2022-11-08,2022-09-30,0.348,USD
WHLM,Wilhelmina International Inc,2022-11-11,2022-09-30,,USD
WHLR,Wheeler Real Estate Investment Trust Inc,2022-11-09,2022-09-30,,USD
WHR,Whirlpool Corp,2023-01-25,2022-12-31,5.43,USD
WHSI,WHSI,2022-11-30,2022-09-30,0,USD
WHTCF,WHTCF,2022-11-08,2022-09-30,,USD
WILC,G. Willi-Food International Ltd,2022-11-22,2022-09-30,,ILS
WINT,Windtree Therapeutics Inc,2022-11-16,2022-09-30,-0.235,USD
WISA,WiSA Technologies Inc,2022-11-16,2022-09-30,-0.2033,USD
WISH,ContextLogic Inc - Class A,2022-11-09,2022-09-30,-0.1581,USD
WIT,Wipro Ltd,2023-01-20,2022-12-31,0.0698,INR
WIX,Wix.com Ltd,2022-11-17,2022-09-30,-0.2263,USD
WJRYY,WJRYY,2022-11-01,2022-09-30,0.3751,USD
WJXFF,WJXFF,2022-11-08,2022-09-30,,USD
WK,Workiva Inc - Class A,2022-11-02,2022-09-30,-0.2586,USD
WKHS,Workhorse Group Inc,2022-11-08,2022-09-30,-0.1171,USD
WKME,WalkMe Ltd,2022-11-09,2022-09-30,-0.194,USD
WKSP,Worksport Ltd,2022-11-14,2022-09-30,-0.135,USD
WLDBF,WLDBF,2022-11-15,2022-09-30,0.0231,CAD
WLDN,Willdan Group Inc,2022-11-03,2022-09-30,0.61,USD
WLFC,Willis Lease Finance Corp,2022-11-07,2022-09-30,,USD
WLFDY,WLFDY,2022-12-09,2022-10-31,0,USD
WLFFF,WLFFF,2022-11-24,2022-09-30,,USD
WLK,Westlake Corporation,2022-11-08,2022-09-30,4.52,USD
WLKP,Westlake Chemical Partners LP,2022-11-08,2022-09-30,0.4885,USD
WLL,WLL,2022-11-01,2022-09-30,,USD
WLMS,Williams Industrial Services Group Inc,2022-11-17,2022-09-30,0.045,USD
WLY,John Wiley & Sons Inc - Class A,2022-12-07,2022-10-31,1.14,USD
WLYB,John Wiley & Sons Inc - Class B,2022-12-07,2022-10-31,1.14,USD
WLYYF,WLYYF,2022-11-08,2022-09-30,,CAD
WMB,Williams Cos Inc,2022-11-02,2022-09-30,0.4155,USD
WMC,Western Asset Mortgage Capital Corp,2022-11-08,2022-09-30,0.65,USD
WMG,Warner Music Group Corp - Class A,2022-11-14,2022-09-30,0.1484,USD
WMK,Weis Markets Inc,2022-11-04,2022-09-30,,USD
WMPN,William Penn Bancorporation,2023-01-18,2022-12-31,0.11,USD
WMS,Advanced Drainage Systems Inc,2022-11-10,2022-09-30,1.89,USD
WMT,Walmart Inc,2022-11-15,2022-10-31,1.31,USD
WNS,WNS Holdings Ltd,2023-01-19,2022-12-31,0.9414,USD
WOFA,WOFA,2022-11-22,2022-09-30,0,USD
WOLF,Wolfspeed Inc,2023-01-24,2022-12-31,-0.0003,USD
WOOF,Petco Health and Wellness Co Inc - Class A,2022-11-17,2022-10-31,0.1687,USD
WOR,Worthington Industries Inc,2022-12-15,2022-11-30,1.1,USD
WOW,WideOpenWest Inc,2022-11-10,2022-09-30,0.0697,USD
WOWI,WOWI,2022-11-15,2022-09-30,0,USD
WOWMF,WOWMF,2022-11-23,2022-09-30,,USD
WPM,Wheaton Precious Metals Corp,2022-11-03,2022-09-30,0.2468,USD
WPRT,Westport Fuel Systems Inc,2022-11-10,2022-09-30,-0.0683,USD
WRAP,Wrap Technologies Inc,2022-11-03,2022-09-30,-0.1033,USD
WRBY,Warby Parker Inc - Class A,2022-11-11,2022-09-30,0.0752,USD
WRK,WestRock Company,2022-11-10,2022-09-30,1.44,USD
WRLD,World Acceptance Corp,2022-11-03,2022-09-30,0.17,USD
WRLD,World Acceptance Corp,2023-01-26,2022-12-31,0.6333,USD
WRN,Western Copper & Gold Corp,2022-11-09,2022-09-30,0,USD
WSBC,Wesbanco Inc,2023-01-24,2022-12-31,0.834,USD
WSC,WillScot Mobile Mini Holdings Corp,2022-11-03,2022-09-30,0.376,USD
WSFS,WSFS Financial Corp,2023-01-24,2022-12-31,1.32,USD
WSM,Williams-Sonoma Inc,2022-11-17,2022-10-31,3.68,USD
WSNAF,WSNAF,2022-11-29,2022-10-31,-0.09,USD
WSPOF,WSPOF,2022-11-09,2022-09-30,,USD
WSR,Whitestone REIT,2022-11-01,2022-09-30,0.0867,USD
WSRRF,WSRRF,2022-10-31,2022-07-31,,USD
WSTG,Wayside Technology Group Inc,2022-11-08,2022-09-30,,USD
WSTL,WSTL,2022-11-17,2022-09-30,0,USD
